"","SWBS","Item","Description","Noun 1","Noun 2","NRE","Vendor","Name","PO","Line","Unit Price","Order Qty","Delivered Qty","Committed Qty","Commit Amnt","Delv.date","Acct /Proj /Dept","CLIN","Effort","ECP/REA"
"487","259","    259-05-00466","TUBE, SQUARE, 6"" X 6"", 0","TUBE      ","SQUARE            ","   ","104757","METALS USA  ","766182","10","16.06","60","0","60","963.6","02/15/2018","       /    /    ","            ","            ",""
"487","259","    259-05-00547","TUBE, SQUARE, 3"" X 3""   ","TUBE      ","SQUARE            ","   ","104757","METALS USA  ","766182","11","10.63","32","0","32","340.16","02/15/2018","       /    /    ","            ","            ",""
"487","259","    259-01-00001","SSDG EXHAUST MOTOR OPERA","VALVE     ","EXHAUST           ","   ","102519","EMERSON AUTO","931180","27","48049","4","0","4","192196","03/31/2019","       /    /    ","            ","            ",""
"487","259","259-01-00001-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","28","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"      ","    ","                ","                        ","          ","                  ","   ","      ","            ","   Total","for","SWBS     ","259    :   194244.41","","","","","","","",""
"SWBS :","261"," FUEL SERVICE SYSTEM","","","","","","","","","","","","","","","","","",""
"487","261","    261-01-E0005","PRE-FILTER, GAS TURBINE ","PRE-FILTER","GAS               ","   ","104690","AIRCRAFT APP","510301","10","0","2","0","2","0","12/01/2017","       /    /    ","            ","            ",""
"487","261","261-01-E0005-L06","REPORT, IN-PLANT TEST   ","REPORT    ","IN PLANT TEST     ","   ","104690","AIRCRAFT APP","510301","11","0","1","0","1","0","12/01/2017","       /    /    ","            ","            ",""
"487","261","261-01-E0005-L11","CERTIFICATES, REGULATORY","CERTIFICAT","REGULATORY        ","   ","104690","AIRCRAFT APP","510301","12","0","1","0","1","0","12/01/2017","       /    /    ","            ","            ",""
"487","261","261-01-E0005-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","104690","AIRCRAFT APP","510301","13","0","1","0","1","0","12/01/2017","       /    /    ","            ","            ",""
"487","261","261-01-E0005-L68","CERTIFICATES, VENDOR WEL","CERTIFICAT","VENDOR            ","   ","104690","AIRCRAFT APP","510301","14","0","1","0","1","0","12/01/2017","       /    /    ","            ","            ",""
"487","261","261-01-E0005-P01","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104690","AIRCRAFT APP","510301","15","26731","1","0","1","26731","12/01/2017","       /    /    ","            ","            ",""
"487","261","261-01-E0005-P02","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104690","AIRCRAFT APP","510301","16","53462","1","0","1","53462","12/01/2017","       /    /    ","            ","            ",""
"487","261","261-01-E0005-P03","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104690","AIRCRAFT APP","510301","17","8909","1","0","1","8909","12/01/2017","       /    /    ","            ","            ",""
"487","261","    261-01-E0006","FILTER/SEPARATOR, GAS TU","FILTER    ","GAS               ","   ","104690","AIRCRAFT APP","510301","18","0","2","0","2","0","12/01/2017","       /    /    ","            ","            ",""
"487","261","261-01-E0006-L06","REPORT, IN-PLANT TEST   ","REPORT    ","IN PLANT TEST     ","   ","104690","AIRCRAFT APP","510301","19","0","1","0","1","0","12/01/2017","       /    /    ","            ","            ",""
"487","261","261-01-E0006-L11","CERTIFICATES, REGULATORY","CERTIFICAT","REGULATORY        ","   ","104690","AIRCRAFT APP","510301","20","0","1","0","1","0","12/01/2017","       /    /    ","            ","            ",""
"487","261","261-01-E0006-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","104690","AIRCRAFT APP","510301","21","0","1","0","1","0","12/01/2017","       /    /    ","            ","            ",""
"487","261","261-01-E0006-L68","CERTIFICATES, VENDOR WEL","CERTIFICAT","VENDOR            ","   ","104690","AIRCRAFT APP","510301","22","0","1","0","1","0","12/01/2017","       /    /    ","            ","            ",""
"487","261","261-01-E0006-P01","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104690","AIRCRAFT APP","510301","23","33598","1","0","1","33598","12/01/2017","       /    /    ","            ","            ",""
"487","261","261-01-E0006-P02","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104690","AIRCRAFT APP","510301","24","67195","1","0","1","67195","12/01/2017","       /    /    ","            ","            ",""
"487","261","261-01-E0006-P03","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104690","AIRCRAFT APP","510301","25","11199","1","0","1","11199","12/01/2017","       /    /    ","            ","            ",""
"487","261","261-01-E0005-L31","CERTIFICATE, CALIBRATABL","CERTIFICAT","CALIBRATABLE      ","   ","104690","AIRCRAFT APP","510301","50","0","1","0","1","0","12/01/2017","       /    /    ","            ","            ",""
"487","261","261-01-E0006-L31","CERTIFICATE, CALIBRATABL","CERTIFICAT","CALIBRATABLE      ","   ","104690","AIRCRAFT APP","510301","51","0","1","0","1","0","12/01/2017","       /    /    ","            ","            ",""
"487","261","    261-01-V0001","VALVE, BALL, 3/4"" IPS, C","VALVE     ","BALL              ","   ","102519","EMERSON AUTO","931180","29","7525","4","0","4","30100","03/31/2019","       /    /    ","            ","            ",""
"487","261","261-01-V0001-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","30","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","261","    261-01-V0003","VALVE, BALL, FULL PORT  ","VALVE     ","BALL              ","   ","102519","EMERSON AUTO","931180","31","7786","6","0","6","46716","03/31/2019","       /    /    ","            ","            ",""
"487","261","261-01-V0003-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","32","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","261","    261-01-V0004","VALVE, BUTTERFLY, 2-1/2""","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","33","8337","2","0","2","16674","03/31/2019","       /    /    ","            ","            ",""
"487","261","261-01-V0004-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","34","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","261","    261-01-V0030","VALVE, BALL, FULL PORT, ","VALVE     ","BALL              ","   ","102519","EMERSON AUTO","931180","35","7786","4","0","4","31144","03/31/2019","       /    /    ","            ","            ",""
"487","261","261-01-V0030-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","36","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","261","    261-01-V0034","VALVE, BUTTERFLY, 3"" IPS","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","37","8796","2","0","2","17592","03/31/2019","       /    /    ","            ","            ",""
"487","261","261-01-V0034-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","38","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","261","    261-01-V005A","VALVE, BUTTERFLY, 3"" IPS","VALVE     ","BUTTERFLY         ","   ","102519","EMERSON AUTO","931180","39","2873","2","0","2","5746","03/31/2019","       /    /    ","            ","            ",""
"487","261","261-01-V005A-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","102519","EMERSON AUTO","931180","40","0","1","0","1","0","03/31/2019","       /    /    ","            ","            ",""
"487","261","    261-01-V0032","VALVE, BALL, 1"", FULL PO","VALVE     ","BALL              ","   ","105715","BNL INDUSTRI","931238","4","1029","4","0","4","4116","10/01/2018","       /    /    ","            ","            ",""
"487","261","    261-01-V0040","VALVE, BALL, 3/4"" IPS, S","VALVE     ","                  ","   ","105715","BNL INDUSTRI","931238","5","643","4","0","4","2572","10/01/2018","       /    /    ","            ","            ",""
"487","261","    261-01-V0041","VALVE, BALL, 1-1/2"", SS ","VALVE     ","                  ","   ","105715","BNL INDUSTRI","931238","6","1268","4","0","4","5072","10/01/2018","       /    /    ","            ","            ",""
"487","261","    261-01-V0044","VALVE, BALL, 2"" IPS, SST","VALVE     ","                  ","   ","105715","BNL INDUSTRI","931238","7","880","11","0","11","9680","10/01/2018","       /    /    ","            ","            ",""
"487","261","    261-01-V0045","VALVE, BALL, 1/4"", SSTL ","VALVE     ","                  ","   ","105715","BNL INDUSTRI","931238","8","436","9","0","9","3924","10/01/2018","       /    /    ","            ","            ",""
"487","261","    261-01-V0046","VALVE, BALL, 1-1/4"", SS ","VALVE     ","                  ","   ","105715","BNL INDUSTRI","931238","9","1209","1","0","1","1209","10/01/2018","       /    /    ","            ","            ",""
"487","261","    261-01-V0047","VALVE, BALL, 3"" IPS, CS ","VALVE     ","BALL              ","   ","105715","BNL INDUSTRI","931238","10","3703","3","0","3","11109","10/01/2018","       /    /    ","            ","            ",""
"PROJECT:","487","","","","","","","","","","","","","","","","","","",""
"SWBS :","261"," FUEL SERVICE SYSTEM","","","","","","","","","","","","","","","","","",""
"487","261","    261-01-V0048","VALVE, BALL, 1/2"", SSTL ","VALVE     ","                  ","   ","105715","BNL INDUSTRI","931238","11","533","6","0","6","3198","10/01/2018","       /    /    ","            ","            ",""
"487","261","    261-01-V0049","VALVE, BALL, 2-1/2"", SS ","VALVE     ","                  ","   ","105715","BNL INDUSTRI","931238","12","2278","1","0","1","2278","10/01/2018","       /    /    ","            ","            ",""
"487","261","261-01-V0032-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","105715","BNL INDUSTRI","931238","31","0","1","0","1","0","10/01/2018","       /    /    ","            ","            ",""
"487","261","261-01-V0040-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","105715","BNL INDUSTRI","931238","32","0","1","0","1","0","10/01/2018","       /    /    ","            ","            ",""
"487","261","261-01-V0041-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","105715","BNL INDUSTRI","931238","33","0","1","0","1","0","10/01/2018","       /    /    ","            ","            ",""
"487","261","261-01-V0044-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","105715","BNL INDUSTRI","931238","34","0","1","0","1","0","10/01/2018","       /    /    ","            ","            ",""
"487","261","261-01-V0045-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","105715","BNL INDUSTRI","931238","35","0","1","0","1","0","10/01/2018","       /    /    ","            ","            ",""
"487","261","261-01-V0046-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","105715","BNL INDUSTRI","931238","36","0","1","0","1","0","10/01/2018","       /    /    ","            ","            ",""
"487","261","261-01-V0047-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","105715","BNL INDUSTRI","931238","37","0","1","0","1","0","10/01/2018","       /    /    ","            ","            ",""
"487","261","261-01-V0048-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","105715","BNL INDUSTRI","931238","38","0","1","0","1","0","10/01/2018","       /    /    ","            ","            ",""
"487","261","261-01-V0049-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","105715","BNL INDUSTRI","931238","39","0","1","0","1","0","10/01/2018","       /    /    ","            ","            ",""
"      ","    ","                ","                        ","          ","                  ","   ","      ","            ","   Total","for","SWBS     ","261    :   392224.00","","","","","","","",""
"SWBS :","262"," 262M - LUBRICATION","SYSTEMS","","","","","","","","","","","","","","","","",""
"487","262","    262-01-E0003","LUBE OIL FILTER/SEPARATO","FILTER    ","SEPARATOR         ","   ","104690","AIRCRAFT APP","510301","1","0","2","0","2","0","12/01/2017","       /    /    ","            ","            ",""
"487","262","262-01-E0003-L06","REPORT, IN-PLANT TEST   ","REPORT    ","IN PLANT TEST     ","   ","104690","AIRCRAFT APP","510301","2","0","1","0","1","0","12/01/2017","       /    /    ","            ","            ",""
"487","262","262-01-E0003-L11","CERTIFICATES, REGULATORY","CERTIFICAT","REGULATORY        ","   ","104690","AIRCRAFT APP","510301","3","0","1","0","1","0","12/01/2017","       /    /    ","            ","            ",""
"487","262","262-01-E0003-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","104690","AIRCRAFT APP","510301","4","0","1","0","1","0","12/01/2017","       /    /    ","            ","            ",""
"487","262","262-01-E0003-L31","CERTIFICATE, CALIBRATABL","CERTIFICAT","CALIBRATABLE      ","   ","104690","AIRCRAFT APP","510301","5","0","1","0","1","0","12/01/2017","       /    /    ","            ","            ",""
"487","262","262-01-E0003-L68","CERTIFICATES, VENDOR WEL","CERTIFICAT","VENDOR            ","   ","104690","AIRCRAFT APP","510301","6","0","1","0","1","0","12/01/2017","       /    /    ","            ","            ",""
"487","262","262-01-E0003-P01","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104690","AIRCRAFT APP","510301","7","45984","1","0","1","45984","12/01/2017","       /    /    ","            ","            ",""
"487","262","262-01-E0003-P02","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","104690","AIRCRAFT APP","510301","8","91963","1","0","1","91963","12/01/2017","       /    /    ","            ","            ",""
